swi_issue_id,issue_name,issue_description,Year,Quarter,LDA_frequency
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2011,2,507
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2022,1,684
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2016,4,362
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2017,3,370
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2018,2,387
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2019,1,408
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2019,4,469
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2020,3,494
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2021,2,622
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2022,1,684
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2022,4,694
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2023,3,801
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2024,2,823
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2013,3,368
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2014,2,371
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2015,1,376
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2015,4,376
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2016,3,374
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2017,2,370
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2018,1,381
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2018,4,398
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2019,3,471
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2020,2,489
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2021,1,525
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2010,1,408
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2010,4,415
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2011,3,366
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2012,2,371
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2013,1,368
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2013,4,352
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2014,3,367
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2015,2,381
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2016,1,389
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2012,1,539
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2011,4,414
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2012,3,408
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2013,2,409
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2014,1,406
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2014,4,420
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2015,3,447
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2016,2,468
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2017,1,463
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2017,4,467
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2018,3,501
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2019,2,513
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2020,1,519
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2010,3,612
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2011,2,580
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2012,1,581
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2012,4,531
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2013,3,522
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2014,2,515
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2015,1,585
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2014,4,2529
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2015,3,2633
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2016,2,2620
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2017,1,2812
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2017,4,2868
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2018,3,2955
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2019,2,3021
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2020,1,3199
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2020,4,3420
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2021,3,3575
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2022,2,3569
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2023,1,3365
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2023,4,3415
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2024,3,3435
63,Medicaid,Drug reimbursement policy and relevant subtopics,2010,3,2985
63,Medicaid,Drug reimbursement policy and relevant subtopics,2011,2,2821
63,Medicaid,Drug reimbursement policy and relevant subtopics,2012,1,2754
63,Medicaid,Drug reimbursement policy and relevant subtopics,2012,4,2603
63,Medicaid,Drug reimbursement policy and relevant subtopics,2013,3,2787
63,Medicaid,Drug reimbursement policy and relevant subtopics,2014,2,2796
63,Medicaid,Drug reimbursement policy and relevant subtopics,2015,1,2882
63,Medicaid,Drug reimbursement policy and relevant subtopics,2015,4,2854
63,Medicaid,Drug reimbursement policy and relevant subtopics,2016,3,2947
63,Medicaid,Drug reimbursement policy and relevant subtopics,2017,2,3225
63,Medicaid,Drug reimbursement policy and relevant subtopics,2018,1,3184
63,Medicaid,Drug reimbursement policy and relevant subtopics,2018,4,3150
63,Medicaid,Drug reimbursement policy and relevant subtopics,2019,3,3279
63,Medicaid,Drug reimbursement policy and relevant subtopics,2020,2,3717
63,Medicaid,Drug reimbursement policy and relevant subtopics,2021,1,3670
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2020,4,3659
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2021,3,3861
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2022,2,3826
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2023,1,3638
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2023,4,3686
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2024,3,3722
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2015,4,491
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2016,3,516
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2017,2,546
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2018,1,575
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2018,4,582
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2019,3,616
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2020,2,619
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2021,1,576
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2021,4,593
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2022,3,608
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2023,2,580
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2024,1,581
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2024,4,566
67,Affordable Care Act (ACA),"The Affordable Care Act (ACA), related policy, and relevant subtopics",2021,4,3505
67,Affordable Care Act (ACA),"The Affordable Care Act (ACA), related policy, and relevant subtopics",2022,3,3556
67,Affordable Care Act (ACA),"The Affordable Care Act (ACA), related policy, and relevant subtopics",2023,2,3405
67,Affordable Care Act (ACA),"The Affordable Care Act (ACA), related policy, and relevant subtopics",2024,1,3464
67,Affordable Care Act (ACA),"The Affordable Care Act (ACA), related policy, and relevant subtopics",2024,4,3323
10,Transportation,"Transportation subtopics, transportation appropriations, and transportation policy",2024,2,2310
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2014,4,404
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2015,3,455
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2016,2,477
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2017,1,460
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2017,4,473
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2018,3,515
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2019,2,505
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2020,1,502
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2020,4,571
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2021,3,579
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2022,2,585
11,"Law, Crime, and Family Issues","Law, crime, and family issue subtopics and issues related to law and crime",2023,1,489
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2010,3,282
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2011,2,245
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2012,1,280
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2012,4,256
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2013,3,281
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2014,2,299
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2015,1,254
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2015,4,267
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2016,3,290
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2017,2,283
12,Social Welfare,"Social welfare subtopics, appropriations for social welfare agencies, and social welfare policy",2018,1,310
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2010,1,637
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2010,4,593
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2011,3,562
68,Controlled Substance Act,The Controlled Substances Act and related subject matter,2010,3,604
68,Controlled Substance Act,The Controlled Substances Act and related subject matter,2011,2,578
68,Controlled Substance Act,The Controlled Substances Act and related subject matter,2012,1,572
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2010,3,423
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2011,2,358
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2012,1,375
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2012,4,354
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2013,3,368
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2014,2,371
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2015,1,376
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2015,4,376
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2016,3,374
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2017,2,370
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2018,1,381
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2010,1,408
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2010,4,415
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2012,2,590
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2013,1,587
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2013,4,553
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2014,3,565
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2015,2,498
13,Community Development and Housing,"Community development and housing subtopics, housing agency appropriations, and housing policy",2016,1,540
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2010,2,4338
14,"Banking, Finance, and Domestic Commerce","Banking, finance, and domestic commerce subtopics, apporpriations for domestic commerce agencies, and issues related to domestic commerce",2011,1,3948
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2023,4,2951
15,Defense,"Defense and military subtopics, defense appropriations, veterans, and defense policy",2024,3,3141
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2018,4,1757
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2019,3,1965
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2020,2,2008
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2021,1,1996
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2021,4,2263
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2022,3,2318
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2023,2,2303
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2024,1,2331
16,"Space, Science, Technology, and Communications","Space, science, technology, and communications subtopics, appropriations for related agencies, and space, science, technology, communication, and telecommunications policy",2024,4,2235
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2013,4,1008
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2014,3,1041
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2015,2,1325
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2016,1,1152
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2016,4,1057
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2017,3,1275
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2018,2,1543
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2019,1,1594
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2019,4,1822
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2020,3,1569
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2021,2,1471
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2022,1,1500
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2022,4,1425
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2023,3,1463
17,Foreign Trade,"International trade subtopics, appropriations for trade agencies, and trade policy",2024,2,1456
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2010,2,341
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2011,1,320
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2011,4,332
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2012,3,336
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2013,2,329
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2014,1,328
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2014,4,340
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2015,3,346
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2016,2,358
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2017,1,323
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2017,4,358
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2018,3,397
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2019,2,382
18,International Affairs and Foreign Aid,"International affairs subtopics, appropriations for international affairs agencies, foreign aid policy, and international affairs policy",2020,1,376
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2010,3,5391
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2011,2,4674
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2012,1,4241
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2012,4,3818
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2013,3,3795
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2014,2,3722
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2015,1,3681
20,Public Lands and Water Management,"Public lands subtopics, appropriations for interior and public lands agencies, and policy related to public lands, water management, forest management, parks, and Native American issues",2010,1,790
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2020,4,760
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2021,3,935
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2022,2,1021
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2023,1,959
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2023,4,1047
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2011,3,366
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2012,2,371
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2013,1,368
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2012,4,354
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2013,3,368
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2014,2,371
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2015,1,376
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2015,4,376
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2016,3,374
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2017,2,370
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2018,1,381
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2018,4,398
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2019,3,471
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2020,2,489
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2021,1,525
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2021,4,656
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2022,3,749
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2023,2,761
72,Cloud Computing,"Delivery of computing services, including servers, storage, databases, and software, over the internet to provide scalable and on-demand resources",2024,1,826
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2024,3,1088
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2015,4,655
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2016,3,561
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2017,2,470
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2018,1,449
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2018,4,426
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2019,3,452
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2020,2,406
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2021,1,376
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2021,4,427
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2022,3,429
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2023,2,393
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2024,1,396
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2024,4,407
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2010,4,3221
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2011,3,3100
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2012,2,3077
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2013,1,2910
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2013,4,2919
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2014,3,3014
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2015,2,3105
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2016,1,3071
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2016,4,3062
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2017,3,3445
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2018,2,3491
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2019,1,3437
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2019,4,3487
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2020,3,4057
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2021,2,4092
49,Health Systems/Hospital Systems,"Health systems, hospitals, hospital systems, and related subtopics",2022,1,4192
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2010,2,887
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2011,1,804
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2011,4,854
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2012,3,838
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2013,2,818
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2014,1,859
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2014,4,813
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2015,3,865
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2016,2,918
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2017,1,920
51,Drug Pricing,"Drug pricing, Medicare pricing, and related subtopics",2010,3,520
51,Drug Pricing,"Drug pricing, Medicare pricing, and related subtopics",2011,2,507
51,Drug Pricing,"Drug pricing, Medicare pricing, and related subtopics",2012,1,539
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2022,4,750
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2023,3,782
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2024,2,804
54,Center for Medicare Services (CMS),Center for Medicare Services (CMS) and relevant subtopics,2017,4,1948
54,Center for Medicare Services (CMS),Center for Medicare Services (CMS) and relevant subtopics,2018,3,2061
54,Center for Medicare Services (CMS),Center for Medicare Services (CMS) and relevant subtopics,2019,2,2012
